Name,Year,Draft Team,Pick,Team,Position,Height,Wingspan,Weight,Draft Age,Birthdate,Nation,G,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,BLK,STL,TO,PF,PTS,TS%,eFG%,3PAr,FTAr,USG%,AST/USG,AST/TO,PER,OWS/40,DWS/40,WS/40,OBPM,DBPM,BPM
Russ Smith,2014,NO,47,Louisville,PG,72.75,75.5,160,23.16,"Apr 19, 1991",,37.0,29.3,7.5,16.0,0.468,2.3,6.0,0.387,5.1,7.2,0.705,4.1,5.7,0.1,2.5,3.5,3.1,22.4,0.576,0.541,0.376,0.451,30.7,1.03,1.64,26.2,0.144,0.107,0.247,7.2,4.3,11.5
Lamar Patterson,2014,ATL,48,Pittsburgh,SG,77.25,83.0,226,22.85,"Aug 12, 1991",USA,36.0,32.6,6.2,14.0,0.441,2.5,6.3,0.388,4.0,5.4,0.754,5.4,4.7,0.4,1.6,2.9,2.2,18.9,0.569,0.528,0.45,0.382,29.1,1.03,1.66,24.2,0.123,0.078,0.201,8.1,3.2,11.4
Cameron Bairstow,2014,CHI,49,New Mexico,PF/C,81.75,84.75,252,23.53,"Dec 7, 1990",Australia,34.0,32.9,7.6,13.7,0.556,0.0,0.1,0.333,7.0,9.6,0.735,8.1,1.7,1.6,0.6,2.2,2.3,22.3,0.611,0.558,0.007,0.7,29.9,0.39,0.78,29.0,0.161,0.071,0.232,7.2,2.5,9.7
Alec Brown,2014,PHX,50,UW-Green Bay,C,85.25,85.5,231,21.9,"Jul 23, 1992",USA,30.0,30.3,6.5,13.7,0.476,1.7,4.0,0.42,3.5,4.8,0.727,6.8,1.2,3.7,0.6,2.6,2.7,18.2,0.569,0.536,0.288,0.349,26.2,0.27,0.46,22.7,0.084,0.088,0.172,3.0,1.7,4.7
Thanasis Antetokounmpo,2014,NY,51,Delaware 87ers,SF,78.25,84.0,205,21.92,"Jul 18, 1992",Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vasilije Micić,2014,PHI,52,KK Mega Basket (Serbia),PG,78.0,,200,20.42,"Jan 13, 1994",Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alessandro Gentile,2014,HOU,53,Olimpia Milano (Italy),SF,79.0,,220,21.59,"Nov 12, 1992",Italy,48.0,24.5,6.1,13.3,0.461,1.3,3.8,0.355,3.0,4.3,0.707,4.5,3.9,0.2,1.2,3.3,3.7,16.6,0.542,0.512,0.286,0.323,,,1.2,,,,,,,
Nemanja Dangubić,2014,SA,54,KK Mega Basket (Serbia),SF,80.0,,190,21.18,"Apr 13, 1993",Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Semaj Christon,2014,OKC,55,Xavier,PG,75.25,78.5,186,21.62,"Nov 1, 1992",,34.0,35.3,6.0,12.6,0.479,0.6,1.5,0.388,4.7,7.1,0.668,2.7,4.3,0.2,1.3,2.7,2.2,17.3,0.544,0.501,0.117,0.56,26.9,0.94,1.6,19.1,0.087,0.043,0.133,3.7,1.5,5.2
Devyn Marble,2014,ORL,56,Iowa,SG/SF,78.5,81.0,192,21.74,"Sep 21, 1992",USA,33.0,30.2,6.6,15.8,0.42,1.9,5.4,0.349,5.1,7.2,0.714,3.8,4.3,0.3,2.2,2.1,2.3,20.3,0.528,0.479,0.342,0.456,28.4,0.83,2.07,22.6,0.121,0.064,0.185,6.0,3.0,9.0
Louis Labeyrie,2014,NY,57,Paris-Levallois Basket (France),PF/C,82.0,,220,22.35,"Feb 11, 1992",France,27.0,12.9,6.0,9.6,0.624,1.1,2.5,0.458,2.2,3.0,0.724,9.8,0.6,1.5,1.0,1.2,4.4,15.4,0.693,0.683,0.258,0.312,,,0.5,,,,,,,
Jordan McRae,2014,PHI,58,Tennessee,SG,77.25,84.5,179,23.22,"Mar 28, 1991",USA,37.0,32.2,6.7,15.5,0.436,2.4,6.8,0.351,5.1,6.4,0.788,3.9,2.8,1.1,0.8,2.3,2.4,20.9,0.565,0.513,0.439,0.414,30.4,0.58,1.18,24.0,0.145,0.067,0.208,8.1,2.5,10.5
Xavier Thames,2014,BKN,59,San Diego State,PG,75.5,76.0,187,23.44,"Jan 9, 1991",USA,36.0,31.3,6.0,14.6,0.411,2.0,5.2,0.374,6.3,7.5,0.834,3.3,3.7,0.2,1.9,1.6,2.3,20.2,0.557,0.478,0.357,0.514,28.6,0.83,2.27,26.5,0.167,0.099,0.266,7.2,5.2,12.4
Cory Jefferson,2014,BKN,60,Baylor,PF,81.0,84.5,218,23.47,"Dec 26, 1990",USA,38.0,29.0,6.0,12.0,0.5,0.5,1.2,0.368,4.5,7.0,0.64,10.2,1.2,1.6,0.5,1.7,2.7,16.9,0.553,0.519,0.103,0.582,24.2,0.31,0.73,23.8,0.12,0.058,0.178,4.9,1.4,6.3
Karl-Anthony Towns,2015,MIN,1,Kentucky,C,83.0,,250,19.59,"Nov 15, 1995",,39.0,21.1,6.4,11.2,0.566,0.1,0.4,0.25,4.8,5.9,0.813,11.4,1.9,3.9,0.8,2.3,5.0,17.6,0.627,0.57,0.031,0.523,23.7,0.49,0.83,31.4,0.17,0.141,0.311,6.6,7.6,14.3
D'Angelo Russell,2015,LAL,2,Ohio State,PG/SG,77.0,81.75,193,19.31,"Feb 23, 1996",,35.0,33.9,7.0,15.6,0.449,2.9,7.0,0.411,3.6,4.7,0.756,6.0,5.3,0.3,1.7,3.1,2.2,20.5,0.573,0.541,0.449,0.303,30.2,1.0,1.72,26.6,0.148,0.081,0.229,8.6,3.3,11.9
Jahlil Okafor,2015,PHI,3,Duke,C,83.0,,272,19.5,"Dec 15, 1995",,38.0,30.1,8.8,13.2,0.664,0.0,0.0,0.0,3.1,6.1,0.51,10.1,1.5,1.7,0.9,3.0,2.6,20.7,0.641,0.664,0.0,0.462,27.6,0.34,0.52,30.7,0.157,0.077,0.234,7.7,2.7,10.4
Kristaps Porzingis,2015,NY,4,Sevilla (Spain),PF,87.0,,230,19.87,"Aug 2, 1995",Latvia,50.0,21.4,7.0,14.0,0.496,1.4,3.9,0.359,3.2,4.2,0.752,7.7,0.9,1.7,1.5,2.4,4.4,18.5,0.577,0.547,0.281,0.3,,,0.38,,,,,,,
Mario Hezonja,2015,ORL,5,Barcelona (Spain),SG/SF,80.0,,225,20.31,"Feb 25, 1995",Croatia,54.0,15.4,5.1,11.1,0.457,2.5,6.6,0.379,1.0,1.3,0.767,4.6,2.8,0.3,1.4,2.7,4.1,13.6,0.583,0.57,0.598,0.117,,,1.05,,,,,,,
Willie Cauley-Stein,2015,SAC,6,Kentucky,C,84.5,87.0,242,21.83,"Aug 18, 1993",,39.0,25.9,4.8,8.4,0.572,0.0,0.0,0.0,2.8,4.6,0.617,8.9,1.4,2.4,1.7,1.7,2.8,12.4,0.588,0.572,0.0,0.542,17.8,0.42,0.79,23.8,0.103,0.134,0.237,5.4,7.1,12.6
Emmanuel Mudiay,2015,DEN,7,Guangdong (China),PG,77.0,,200,19.28,"Mar 5, 1996",DR Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanley Johnson,2015,DET,8,Arizona,SF,78.5,83.5,242,19.05,"May 29, 1996",,38.0,28.4,5.8,13.0,0.446,1.4,3.9,0.371,4.4,5.9,0.742,8.2,2.1,0.5,1.9,2.7,3.3,17.4,0.551,0.501,0.297,0.456,26.6,0.44,0.77,22.5,0.104,0.107,0.211,5.0,4.4,9.4
Frank Kaminsky,2015,CHA,9,Wisconsin,C,84.75,83.0,231,22.2,"Apr 4, 1993",,39.0,33.6,7.3,13.4,0.547,1.2,2.8,0.416,4.3,5.5,0.78,8.8,2.8,1.6,0.9,1.7,1.8,20.1,0.628,0.59,0.207,0.41,28.6,0.64,1.63,34.4,0.211,0.088,0.299,11.2,5.0,16.2
Justise Winslow,2015,MIA,10,Duke,SF,78.5,82.25,222,19.23,"Mar 26, 1996",,39.0,29.1,5.5,11.3,0.486,1.5,3.5,0.418,3.2,4.9,0.641,8.0,2.6,1.1,1.6,2.3,3.4,15.6,0.572,0.551,0.309,0.438,22.9,0.58,1.15,22.3,0.109,0.088,0.194,5.3,4.6,10.0
Myles Turner,2015,IND,11,Texas,PF/C,83.5,88.0,239,19.23,"Mar 24, 1996",,34.0,22.2,5.6,12.3,0.455,0.8,3.0,0.274,4.5,5.3,0.839,10.6,1.0,4.2,0.5,2.2,3.9,16.5,0.556,0.488,0.241,0.436,25.1,0.25,0.43,25.5,0.101,0.111,0.212,3.4,6.0,9.3
Trey Lyles,2015,UTA,12,Kentucky,PF,82.25,85.5,241,19.61,"Nov 5, 1995",,36.0,23.0,5.1,10.4,0.488,0.2,1.3,0.138,3.3,4.4,0.735,8.2,1.7,0.7,0.8,1.8,2.5,13.6,0.543,0.496,0.121,0.425,20.8,0.44,0.93,19.8,0.101,0.111,0.213,3.9,4.1,8.0
Devin Booker,2015,PHX,13,Kentucky,SG,77.75,80.25,206,18.63,"Oct 30, 1996",,38.0,21.5,6.0,12.7,0.47,2.6,6.2,0.411,2.3,2.8,0.828,3.4,1.9,0.1,0.8,1.6,2.6,16.8,0.6,0.571,0.491,0.223,22.8,0.48,1.14,19.4,0.132,0.088,0.221,6.1,3.3,9.4
Cameron Payne,2015,OKC,14,Murray State,PG,73.5,79.25,183,20.86,"Aug 8, 1994",,35.0,32.2,7.8,17.2,0.456,2.7,7.1,0.377,4.2,5.4,0.787,4.1,6.7,0.5,2.2,2.8,2.3,22.6,0.573,0.534,0.415,0.315,31.5,1.27,2.4,30.1,0.195,0.064,0.259,8.6,1.3,9.9
Kelly Oubre,2015,WAS,15,Kansas,SF,78.75,86.25,203,19.52,"Dec 9, 1995",,36.0,21.0,5.2,11.8,0.444,1.6,4.5,0.358,3.8,5.2,0.718,8.5,1.3,0.6,2.0,2.0,3.4,15.9,0.555,0.512,0.383,0.444,23.1,0.35,0.65,21.1,0.09,0.09,0.18,4.7,4.1,8.8
Terry Rozier,2015,BOS,16,Louisville,PG,74.25,80.25,190,21.25,"Mar 17, 1994",,36.0,35.0,6.1,14.9,0.411,1.4,4.5,0.306,4.0,5.0,0.79,5.7,3.1,0.2,2.1,2.3,1.8,17.6,0.509,0.457,0.301,0.338,27.8,0.71,1.37,22.1,0.095,0.095,0.19,4.8,4.6,9.4
Rashad Vaughn,2015,MIL,17,UNLV,SG,77.0,79.0,199,18.84,"Aug 16, 1996",,23.0,32.3,7.0,15.9,0.439,2.6,6.8,0.383,3.3,4.8,0.694,5.4,1.7,0.4,0.9,2.4,2.6,19.9,0.547,0.521,0.43,0.299,30.8,0.38,0.72,20.2,0.075,0.059,0.135,4.5,0.1,4.5
Sam Dekker,2015,HOU,18,Wisconsin,SF,81.0,83.5,219,21.12,"May 6, 1994",,40.0,31.0,6.2,11.8,0.525,1.5,4.4,0.331,2.3,3.3,0.708,6.4,1.4,0.5,0.6,1.0,1.2,16.2,0.605,0.586,0.372,0.278,23.2,0.37,1.36,25.5,0.165,0.061,0.226,8.5,1.8,10.4
Jerian Grant,2015,NY,19,Notre Dame,PG,76.25,79.5,198,22.69,"Oct 9, 1992",,38.0,37.1,5.2,10.9,0.478,1.3,4.0,0.316,4.3,5.6,0.78,2.9,6.5,0.5,1.6,2.1,1.9,16.1,0.592,0.536,0.37,0.511,24.2,1.39,3.09,25.5,0.173,0.045,0.219,7.3,1.7,9.0
Delon Wright,2015,TOR,20,Utah,PG,77.5,79.5,181,23.14,"Apr 26, 1992",,35.0,33.3,5.1,10.0,0.509,0.8,2.3,0.356,4.7,5.7,0.836,5.3,5.5,1.1,2.3,2.1,1.5,15.7,0.619,0.549,0.225,0.565,22.8,1.45,2.62,29.2,0.182,0.106,0.288,8.7,6.9,15.5
Justin Anderson,2015,DAL,21,Virginia,SF,78.25,83.75,231,21.58,"Nov 19, 1993",,26.0,27.8,5.1,11.0,0.466,2.3,5.2,0.452,3.2,4.1,0.78,5.2,2.2,0.7,0.8,1.5,1.5,15.8,0.61,0.572,0.471,0.371,23.3,0.6,1.45,23.8,0.138,0.099,0.243,7.9,4.8,12.7
Bobby Portis,2015,CHI,22,Arkansas,PF,82.5,86.0,246,20.35,"Feb 10, 1995",,36.0,29.9,8.4,15.6,0.536,0.5,1.0,0.467,3.8,5.2,0.737,10.7,1.4,1.7,1.3,1.9,2.6,21.0,0.582,0.552,0.064,0.335,26.7,0.33,0.75,29.5,0.156,0.071,0.227,7.6,1.4,8.9
Rondae Hollis-Jefferson,2015,BKN,23,Arizona,SF,79.0,86.0,211,20.45,"Jan 3, 1995",,38.0,28.7,4.6,9.1,0.502,0.2,1.0,0.207,4.8,6.8,0.707,8.6,1.9,1.1,1.5,1.9,3.1,14.1,0.573,0.513,0.105,0.745,20.5,0.49,1.0,21.8,0.114,0.106,0.217,4.4,5.0,9.4
Tyus Jones,2015,MIN,24,Duke,PG,74.0,77.0,185,19.1,"May 10, 1996",,39.0,33.9,3.7,8.8,0.417,1.3,3.4,0.379,3.9,4.4,0.889,3.7,5.9,0.1,1.6,2.1,1.3,12.6,0.575,0.489,0.383,0.5,18.7,1.47,2.86,20.4,0.133,0.064,0.197,6.0,3.3,9.3
Jarell Martin,2015,MEM,25,LSU,PF,81.25,81.0,239,21.07,"May 24, 1994",,33.0,35.1,6.3,12.3,0.509,0.4,1.6,0.269,4.3,6.3,0.69,9.5,1.8,0.7,1.2,2.9,2.9,17.3,0.565,0.526,0.131,0.511,24.8,0.42,0.64,21.6,0.093,0.083,0.176,3.0,1.6,4.7
Nikola Milutinov,2015,SA,26,Partizan (Serbia),C,84.0,,250,20.46,"Dec 30, 1994",Serbia,9.0,22.4,4.1,9.3,0.442,0.0,0.0,0.0,3.0,3.9,0.773,9.6,2.1,0.5,0.7,2.7,5.5,11.2,0.504,0.442,0.0,0.423,,,0.8,,,,,,,
Larry Nance Jr.,2015,LAL,27,Wyoming,PF,80.5,85.5,227,22.46,"Jan 1, 1993",,31.0,34.9,6.2,12.0,0.514,0.5,1.4,0.333,3.8,4.8,0.786,7.5,2.5,1.2,1.2,2.3,2.3,16.6,0.581,0.533,0.117,0.403,28.5,0.7,1.09,25.3,0.104,0.096,0.2,4.0,2.9,7.0
R.J. Hunter,2015,BOS,28,Georgia State,SG,78.0,82.5,185,21.65,"Oct 24, 1993",,35.0,37.0,5.6,14.3,0.395,2.2,7.3,0.305,5.6,6.4,0.878,4.6,3.5,1.0,2.1,2.1,2.4,19.1,0.552,0.473,0.51,0.447,29.6,0.69,1.64,25.8,0.136,0.077,0.213,5.7,1.4,7.1
Chris McCullough,2015,BKN,29,Syracuse,PF,81.0,87.25,199,20.36,"Feb 5, 1995",,16.0,28.1,4.3,9.0,0.478,0.1,0.1,1.0,3.2,5.7,0.563,8.8,1.4,2.6,2.2,2.8,3.3,11.9,0.508,0.482,0.009,0.628,20.7,0.4,0.51,18.9,0.027,0.107,0.124,-0.1,5.3,5.2
Kevon Looney,2015,GS,30,UCLA,PF,81.25,87.5,222,19.36,"Feb 6, 1996",,36.0,30.9,4.9,10.4,0.47,0.7,1.7,0.415,3.0,4.8,0.626,10.7,1.6,1.0,1.5,1.5,3.4,13.5,0.532,0.505,0.165,0.458,19.7,0.46,1.13,21.9,0.101,0.072,0.173,4.7,2.3,7.0
Cedi Osman,2015,CLE,31,Anadolu Efes (Turkey),SG/SF,80.0,,215,20.19,"Apr 8, 1995",Turkey,27.0,19.3,4.1,10.4,0.397,1.4,4.6,0.303,2.8,4.1,0.667,6.8,2.0,0.6,1.3,1.6,4.4,12.4,0.501,0.464,0.437,0.397,,,1.26,,,,,,,
Montrezl Harrell,2015,HOU,32,Louisville,PF,79.5,88.25,253,21.39,"Jan 26, 1994",,35.0,35.1,6.2,11.0,0.566,0.3,1.1,0.243,3.3,5.6,0.597,9.4,1.4,1.2,1.0,2.0,2.2,16.1,0.588,0.578,0.098,0.508,22.3,0.41,0.71,24.8,0.117,0.098,0.215,5.9,3.6,9.5
Jordan Mickey,2015,BOS,33,LSU,PF,80.25,87.25,238,20.94,"Jul 9, 1994",,31.0,34.9,6.4,12.6,0.504,0.0,0.3,0.111,3.2,4.9,0.646,10.3,1.3,3.7,1.0,3.4,2.7,15.9,0.533,0.505,0.024,0.388,25.0,0.3,0.4,21.7,0.044,0.096,0.144,1.2,3.6,4.8
Anthony Brown,2015,LAL,34,Stanford,SF,79.25,83.0,211,22.68,"Oct 10, 1992",,37.0,35.7,4.8,11.1,0.431,2.2,4.9,0.441,3.2,4.0,0.795,7.0,2.6,0.2,0.8,2.0,2.1,14.9,0.573,0.528,0.439,0.358,21.7,0.7,1.31,19.5,0.109,0.052,0.158,5.5,1.6,7.1
Willy Hernangómez,2015,NY,35,Sevilla (Spain),C,83.0,,240,21.06,"May 27, 1994",Spain,50.0,19.7,7.3,13.7,0.532,0.1,0.4,0.2,3.8,5.2,0.72,10.4,1.1,0.7,1.7,3.5,4.0,18.4,0.569,0.535,0.027,0.382,,,0.31,,,,,,,
Rakeem Christmas,2015,CLE,36,Syracuse,PF/C,81.75,89.25,243,23.54,"Dec 1, 1991",,31.0,34.3,6.9,12.5,0.552,0.0,0.0,0.0,4.6,6.5,0.712,9.5,1.6,2.6,1.0,2.6,3.6,18.3,0.591,0.552,0.003,0.519,25.8,0.41,0.6,26.5,0.113,0.086,0.203,4.3,3.8,8.1
Richaun Holmes,2015,PHI,37,Bowling Green,PF,81.5,85.5,243,21.67,"Oct 15, 1993",,31.0,28.8,6.7,11.8,0.563,0.7,1.7,0.419,4.4,6.2,0.712,10.0,1.0,3.3,0.9,2.4,3.1,18.4,0.625,0.594,0.147,0.522,25.6,0.28,0.43,30.4,0.143,0.09,0.229,5.5,3.2,8.7
Darrun Hilliard,2015,DET,38,Villanova,SG,78.0,,220,22.18,"Apr 13, 1993",,35.0,28.8,6.1,13.8,0.44,2.8,7.3,0.387,2.9,3.7,0.796,3.9,2.6,0.4,2.3,1.5,2.8,17.9,0.576,0.543,0.528,0.267,25.2,0.63,1.76,23.1,0.131,0.087,0.218,5.6,4.4,10.0
Juan Pablo Vaulet,2015,BKN,39,Bahía Basket (Argentina),SF,78.0,,200,19.24,"Mar 22, 1996",Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Richardson,2015,MIA,40,Tennessee,SG,78.0,,200,21.75,"Sep 15, 1993",,32.0,36.3,5.7,12.4,0.461,1.4,4.0,0.359,3.1,3.8,0.798,4.4,3.6,0.5,2.1,2.6,2.4,15.9,0.56,0.519,0.321,0.311,25.5,0.96,1.35,22.9,0.11,0.048,0.158,5.5,2.7,8.3
Pat Connaughton,2015,POR,41,Notre Dame,SG,77.25,80.0,215,22.44,"Jan 6, 1993",,38.0,35.6,4.4,9.5,0.466,2.5,5.9,0.423,1.3,1.7,0.781,7.5,1.5,1.0,0.7,1.2,2.0,12.7,0.615,0.597,0.618,0.18,17.7,0.43,1.3,19.4,0.104,0.056,0.16,6.1,1.5,7.6
Olivier Hanlan,2015,UTA,42,Boston College,PG,76.25,78.0,186,22.33,"Feb 15, 1993",,32.0,37.6,6.7,14.8,0.454,1.9,5.5,0.353,3.3,4.3,0.759,4.0,4.0,0.0,1.2,2.5,2.0,18.7,0.553,0.519,0.371,0.292,30.1,0.97,1.59,22.2,0.11,0.037,0.146,6.1,0.3,6.4
Joe Young,2015,IND,43,Oregon,PG,74.0,77.0,182,22.97,"Jun 27, 1992",,36.0,36.7,7.2,16.1,0.448,2.5,6.9,0.357,3.4,3.6,0.925,4.4,3.7,0.0,1.1,2.4,1.4,20.3,0.568,0.524,0.431,0.226,28.7,0.74,1.55,23.2,0.133,0.036,0.169,6.5,0.3,6.7
Andrew Harrison,2015,MEM,44,Kentucky,PG,77.5,81.0,213,20.64,"Oct 28, 1994",,39.0,25.5,3.7,9.7,0.378,1.3,3.4,0.383,4.6,5.8,0.792,3.2,5.0,0.3,1.4,2.3,2.5,13.2,0.531,0.446,0.352,0.596,21.4,1.21,2.17,18.0,0.105,0.101,0.205,3.7,4.7,8.4
Marcus Thornton (W&M),2015,BOS,45,William & Mary,PG/SG,74.75,79.75,177,22.35,"Feb 9, 1993",,33.0,36.7,6.4,14.0,0.456,3.0,7.6,0.402,3.8,4.6,0.83,2.7,2.8,0.1,0.6,2.3,1.1,19.6,0.605,0.564,0.538,0.324,28.5,0.61,1.23,21.8,0.132,0.023,0.155,4.8,-3.5,1.3
Norman Powell,2015,TOR,46,UCLA,SG,76.25,82.75,215,22.06,"May 25, 1993",,36.0,34.6,6.2,13.5,0.456,1.1,3.4,0.319,3.7,4.9,0.751,4.9,2.2,0.5,1.9,2.3,2.6,17.1,0.54,0.497,0.255,0.362,25.3,0.51,0.94,19.6,0.08,0.061,0.141,3.1,3.2,6.2
Arturas Gudaitis,2015,PHI,47,Žalgiris Kaunas (Lithuania),C,82.0,,250,21.99,"Jun 19, 1993",Lithuania,20.0,15.4,5.0,10.0,0.506,0.2,0.6,0.4,4.9,8.0,0.618,9.4,0.6,2.1,0.4,1.8,4.8,15.2,0.554,0.518,0.059,0.8,,,0.33,,,,,,,
Dakari Johnson,2015,OKC,48,Kentucky,C,83.75,86.0,265,19.73,"Sep 22, 1995",,39.0,16.3,4.5,8.8,0.506,0.0,0.0,0.0,5.1,8.2,0.625,10.1,1.6,2.0,0.8,2.4,3.9,14.1,0.553,0.506,0.0,0.923,22.0,0.4,0.69,22.3,0.101,0.126,0.227,3.0,5.1,8.2
Aaron White,2015,WAS,49,Iowa,PF,80.75,83.5,220,22.77,"Sep 10, 1992",,34.0,31.5,5.8,11.0,0.521,0.7,2.0,0.356,6.6,8.0,0.819,8.3,1.6,0.5,1.5,1.4,1.8,18.8,0.633,0.553,0.18,0.726,23.5,0.43,1.17,29.3,0.187,0.082,0.269,8.6,3.6,12.2
Marcus Eriksson,2015,ATL,50,Barcelona (Spain),SG,79.0,,208,21.53,"Dec 5, 1993",Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Harvey,2015,ORL,51,Eastern Washington,PG/SG,76.0,77.5,181,21.92,"Jul 17, 1993",,32.0,36.9,7.0,14.9,0.469,3.9,9.0,0.431,4.6,5.4,0.852,3.5,2.5,0.1,1.1,1.9,1.8,22.5,0.643,0.6,0.606,0.359,27.5,0.51,1.28,26.9,0.193,0.014,0.206,6.9,-2.5,4.4
Satnam Singh,2015,DAL,52,None,C,86.0,,290,19.52,"Dec 10, 1995",India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sir'Dominic Pointer,2015,CLE,53,St. John's,SF,77.0,,192,23.12,"May 6, 1992",,33.0,34.6,5.5,10.5,0.524,0.1,0.8,0.08,3.1,4.3,0.725,8.0,3.1,2.5,2.0,2.1,3.1,14.2,0.566,0.527,0.075,0.413,21.0,0.86,1.48,24.7,0.098,0.084,0.182,4.6,5.5,10.1
Dani Díez,2015,POR,54,Gipuzkoa Basket (Spain),SF,80.0,,212,22.19,"Apr 7, 1993",Spain,30.0,29.6,5.3,11.1,0.48,2.4,5.7,0.414,1.8,2.5,0.721,8.3,0.6,0.0,1.3,1.4,1.3,14.8,0.603,0.586,0.513,0.223,,,0.46,,,,,,,
Cady Lalanne,2015,SA,55,Massachusetts,PF/C,82.0,,253,23.15,"Apr 22, 1992",,32.0,29.0,5.3,9.7,0.552,0.1,0.7,0.167,3.5,5.5,0.636,11.8,0.4,2.4,0.7,3.1,3.4,14.3,0.582,0.558,0.072,0.572,21.3,0.11,0.12,20.8,0.06,0.065,0.125,1.6,0.8,2.4
Branden Dawson,2015,LAC,56,Michigan State,PF,78.75,83.0,230,22.37,"Feb 1, 1993",,35.0,30.1,6.2,11.6,0.535,0.0,0.0,0.0,1.7,3.5,0.49,10.9,2.0,2.0,1.4,2.3,2.5,14.2,0.533,0.535,0.0,0.306,23.4,0.52,0.88,23.8,0.076,0.095,0.167,4.4,4.2,8.6
Nikola Radičević,2015,DEN,57,Sevilla (Spain),PG,76.0,,200,21.15,"Apr 25, 1994",Serbia,49.0,21.3,4.6,11.1,0.413,1.2,3.8,0.306,1.8,2.8,0.646,3.9,5.4,0.0,1.4,3.0,3.1,12.2,0.489,0.466,0.345,0.255,,,1.8,,,,,,,
J.P. Tokoto,2015,PHI,58,North Carolina,SG,78.25,82.0,196,21.75,"Sep 15, 1993",,38.0,29.1,3.8,8.8,0.428,0.4,1.0,0.375,2.3,3.8,0.615,6.9,5.3,0.4,1.8,2.8,3.0,10.3,0.484,0.45,0.118,0.432,17.9,1.34,1.92,15.9,0.051,0.069,0.119,2.7,4.5,7.2
Dimitrios Agravanis,2015,ATL,59,Olympiacos (Greece),PF,82.0,,235,20.49,"Dec 20, 1994",Greece,38.0,14.3,5.1,11.8,0.433,1.4,5.0,0.28,1.9,3.3,0.592,7.8,1.3,1.6,1.3,0.7,5.9,13.5,0.507,0.492,0.421,0.275,,,1.73,,,,,,,
Luka Mitrović,2015,PHI,60,Red Star Belgrade (Serbia),PF,81.0,,230,22.24,"Mar 21, 1993",Serbia,24.0,24.7,5.0,11.6,0.429,0.7,3.8,0.175,1.9,2.5,0.78,7.6,3.4,0.3,1.5,2.4,3.5,12.6,0.492,0.458,0.33,0.215,,,1.44,,,,,,,
Ben Simmons,2016,PHI,1,LSU,SF/PF,82.0,,240,19.91,"Jul 20, 1996",Australia,33.0,34.9,6.8,12.1,0.56,0.0,0.1,0.333,6.2,9.3,0.67,12.1,4.9,0.8,2.0,3.5,2.9,19.8,0.6,0.561,0.008,0.769,26.4,1.04,1.42,29.0,0.136,0.073,0.209,7.0,3.3,10.3
Brandon Ingram,2016,LAL,2,Duke,SF,81.0,,195,18.79,"Sep 2, 1997",,36.0,34.6,6.2,14.0,0.442,2.3,5.6,0.41,3.4,4.9,0.682,7.0,2.1,1.4,1.2,2.1,2.1,18.0,0.552,0.525,0.403,0.351,25.5,0.45,1.0,22.5,0.109,0.048,0.157,6.0,2.0,8.0
Jaylen Brown,2016,BOS,3,California,SF,78.75,83.75,223,19.65,"Oct 24, 1996",,34.0,27.6,6.2,14.5,0.431,1.2,3.9,0.294,5.4,8.3,0.654,7.0,2.6,0.8,1.0,4.0,4.1,19.1,0.518,0.471,0.27,0.574,31.4,0.49,0.65,17.6,0.043,0.077,0.115,1.1,2.5,3.6
Dragan Bender,2016,PHX,4,Maccabi Tel Aviv,PF,85.0,,225,18.58,"Nov 17, 1997",Croatia,10.0,8.6,2.5,10.9,0.231,0.8,5.0,0.167,0.4,0.8,0.5,5.0,1.7,2.1,0.8,1.7,4.6,6.3,0.278,0.269,0.462,0.077,,,1.0,,,,,,,
Kris Dunn,2016,MIN,5,Providence,PG,76.25,81.5,205,22.25,"Mar 18, 1994",,33.0,33.0,6.1,13.6,0.448,1.4,3.7,0.372,4.4,6.3,0.695,5.8,6.8,0.7,2.7,3.8,3.1,17.9,0.541,0.499,0.275,0.462,28.1,1.49,1.78,23.3,0.081,0.085,0.165,4.7,5.4,10.1
Buddy Hield,2016,NO,6,Oklahoma,SG,77.0,81.25,212,23.5,"Dec 17, 1992",Bahamas,37.0,35.4,8.3,16.5,0.501,4.0,8.9,0.457,4.8,5.5,0.88,5.8,2.1,0.5,1.2,3.1,2.1,25.4,0.665,0.623,0.536,0.333,30.2,0.42,0.66,28.2,0.174,0.058,0.232,10.6,2.2,12.8
Jamal Murray,2016,DEN,7,Kentucky,SG/PG,77.0,,200,19.32,"Feb 23, 1997",Canada,36.0,35.2,6.9,15.3,0.454,3.2,7.9,0.408,3.4,4.3,0.783,5.3,2.2,0.3,1.0,2.4,2.1,20.5,0.59,0.559,0.515,0.283,27.3,0.44,0.94,22.7,0.139,0.054,0.193,8.1,1.4,9.5
